M,theta,beta_ l,beta_u,gamma
2.000000,0,29.998652,90.000000
2.000000,1,30.810720,89.400131
2.000000,2,31.645929,88.797935
2.000000,3,32.505363,88.192574
2.000000,4,33.390152,87.582283
2.000000,5,34.301537,86.965118
2.000000,6,35.240902,86.339127
2.000000,7,36.209824,85.702187
2.000000,8,37.210133,85.051971
2.000000,9,38.243984,84.385880
2.000000,10,39.310436,83.700989
2.000000,11,40.421593,82.993950
2.000000,12,41.574718,82.260910
2.000000,13,42.774933,81.497398
2.000000,14,44.028557,80.684219
2.000000,15,45.341732,79.831711
2.000000,16,46.730602,78.921501
2.000000,17,48.203583,77.938766
2.000000,18,49.782017,76.862297
2.000000,19,51.506264,75.660065
2.000000,20,53.422878,74.280022
2.000000,21,55.643459,72.590576
2.000000,22,58.441750,70.334908
3.000000,0,19.471161,90.000000
3.000000,1,20.157545,89.649918
3.000000,2,20.866735,89.299591
3.000000,3,21.598965,88.947624
3.000000,4,22.350245,88.595016
3.000000,5,23.131067,88.238899
3.000000,6,23.934479,87.880730
3.000000,7,24.761026,87.519234
3.000000,8,25.611067,87.153770
3.000000,9,26.484859,86.783684
3.000000,10,27.382624,86.408279
3.000000,11,28.304579,86.026779
3.000000,12,29.250982,85.638367
3.000000,13,30.222139,85.242165
3.000000,14,31.218445,84.837189
3.000000,15,32.240398,84.422386
3.000000,16,33.288628,83.996567
3.000000,17,34.363930,83.558411
3.000000,18,35.467304,83.106468
3.000000,19,36.598049,82.639084
3.000000,20,37.762547,82.154396
3.000000,21,38.959591,81.638474
3.000000,22,40.191769,81.106468
3.000000,23,41.462303,80.546997
3.000000,24,42.775276,79.955513
3.000000,25,44.135929,79.326355
3.000000,26,45.548435,78.652245
3.000000,27,47.030262,77.923599
3.000000,28,48.585979,77.127434
3.000000,29,50.236500,76.245468
3.000000,30,52.008678,75.250847
3.000000,31,53.963642,74.071724
3.000000,32,56.181931,72.642944
3.000000,33,58.904522,70.720299
3.000000,34,63.619423,66.834854
4.000000,0,14.477330,90.000000
4.000000,1,15.131224,89.719948
4.000000,2,15.812570,89.440216
4.000000,3,16.512680,89.158508
4.000000,4,17.253542,88.876282
4.000000,5,18.019283,88.593369
4.000000,6,18.810785,88.307137
4.000000,7,19.628254,88.019493
4.000000,8,20.471539,87.729233
4.000000,9,21.340302,87.435936
4.000000,10,22.234104,87.139153
4.000000,11,23.152483,86.838417
4.000000,12,24.094969,86.533218
4.000000,13,25.061115,86.223022
4.000000,14,26.050528,85.907257
4.000000,15,27.062876,85.585281
4.000000,16,28.097914,85.256432
4.000000,17,29.155493,84.919945
4.000000,18,30.235592,84.575027
4.000000,19,31.338301,84.220772
4.000000,20,32.463898,83.856194
4.000000,21,33.612064,83.480179
