0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024472,0.095492,0.206108,0.345492,0.500000,0.654509,0.793893,0.904509,0.975528,1.000000,0.975528,0.904508,0.793893,0.654509,0.500000,0.345492,0.206108,0.095492,0.024472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.002294,0.013990,0.074025,0.175757,0.309228,0.461373,0.617300,0.761744,0.880567,0.962137,0.998471,0.986010,0.925976,0.824244,0.690773,0.538627,0.382701,0.238257,0.119434,0.037863,0.003824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000215,-0.003462,0.005817,0.055107,0.147348,0.274109,0.422982,0.579395,0.728035,0.854354,0.945986,0.993962,0.993585,0.944893,0.852652,0.725891,0.577018,0.420606,0.271966,0.145647,0.053800,0.009501,0.000597,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000020,0.000526,-0.003758,-0.000254,0.038758,0.121051,0.240346,0.385057,0.541020,0.692967,0.826026,0.927171,0.986501,0.998209,0.961149,0.878949,0.759654,0.614943,0.458981,0.307033,0.173995,0.072304,0.017257,0.002045,0.000093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,-0.000068,0.000842,-0.003417,-0.004458,0.024947,0.097009,0.208140,0.347825,0.502406,0.656752,0.795753,0.905804,0.976133,0.999854,0.974646,0.902976,0.791861,0.652176,0.497595,0.343248,0.204316,0.093354,0.027285,0.004605,0.000407,0.000015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000008,-0.000143,0.001100,-0.002654,-0.007052,0.013597,0.075331,0.177680,0.311507,0.463783,0.619604,0.763717,0.882016,0.962920,0.998511,0.985304,0.924592,0.822318,0.688493,0.536218,0.380389,0.236427,0.116886,0.039734,0.008542,0.001100,0.000077,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,0.000021,-0.000236,0.001257,-0.001655,-0.008301,0.004583,0.056090,0.149142,0.276321,0.425381,0.581746,0.730109,0.855947,0.946942,0.994188,0.993059,0.943666,0.850844,0.723679,0.574620,0.418234,0.270128,0.142797,0.054713,0.014113,0.002358,0.000244,0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000003,0.000042,-0.000335,0.001297,-0.000577,-0.008470,-0.002259,0.039318,0.122679,0.242474,0.387431,0.543405,0.695130,0.827754,0.928295,0.986911,0.997866,0.960086,0.877269,0.757523,0.612572,0.456554,0.305207,0.170950,0.072283,0.021559,0.004393,0.000596,0.000051,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000007,0.000070,-0.000430,0.001218,0.000456,-0.007819,-0.007128,0.025007,0.098423,0.210167,0.350159,0.504810,0.658989,0.797605,0.907090,0.976726,0.999696,0.973753,0.901436,0.789823,0.649847,0.495121,0.341441,0.201178,0.092455,0.031094,0.007431,0.001240,0.000141,0.000010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000001,-0.000013,0.000105,-0.000506,0.001032,0.001351,-0.006591,-0.010248,0.013103,0.076476,0.179583,0.313787,0.466191,0.621903,0.765683,0.883455,0.963692,0.998539,0.984586,0.923199,0.820385,0.686224,0.533704,0.378603,0.233287,0.115195,0.042900,0.011709,0.002311,0.000325,0.000032,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
